Id,SalePrice
1461,126245.22
1462,144653.38
1463,188185.69
1464,187048.58
1465,193998.05
1466,172802.55
1467,173917.8
1468,171495.77
1469,178043.9
1470,123240.27
1471,179064.73
1472,94940.65
1473,90856.95
1474,149284.22
1475,137206.2
1476,423604.84
1477,278392.47
1478,332032.56
1479,213825.6
1480,441243.3
1481,356110.7
1482,201977.94
1483,171797.69
1484,168782.78
1485,181822.64
1486,203489.52
1487,357806.38
1488,243379.14
1489,203508.67
1490,202768.1
1491,191543.97
1492,98631.39
1493,178839.78
1494,301548.88
1495,299067.75
1496,206711.53
1497,198536.17
1498,155174.44
1499,156218.5
1500,151321.23
1501,184049.1
1502,155555.81
1503,297411.84
1504,231491.23
1505,222501.28
1506,179932.94
1507,226578.81
1508,200910.83
1509,167265.55
1510,150472.38
1511,146894.53
1512,165083.69
1513,139486.55
1514,140379.62
1515,201386.27
1516,151148.17
1517,147367.47
1518,132223.03
1519,198811.83
1520,137212.08
1521,142387.52
1522,162935.3
1523,113063.53
1524,131248.98
1525,125069.266
1526,134080.8
1527,103816.12
1528,134097.1
1529,149424.77
1530,171981.33
1531,114135.88
1532,110215.734
1533,149709.28
1534,106054.805
1535,156687.47
1536,123752.836
1537,81014.28
1538,164516.47
1539,198460.89
1540,101699.15
1541,155018.83
1542,150584.55
1543,208182.38
1544,87692.914
1545,101075.44
1546,122507.65
1547,142542.28
1548,153890.05
1549,120936.32
1550,149731.45
1551,113055.18
1552,126499.28
1553,149950.77
1554,117946.0
1555,193273.72
1556,113536.4
1557,132157.77
1558,87205.0
1559,111037.9
1560,166478.53
1561,141793.36
1562,128608.8
1563,120481.22
1564,153063.62
1565,155985.56
1566,226339.86
1567,80780.94
1568,228833.52
1569,135227.53
1570,136516.02
1571,138311.11
1572,145100.73
1573,214908.81
1574,93887.234
1575,209651.86
1576,235153.78
1577,182934.92
1578,134044.05
1579,150480.33
1580,191928.4
1581,148819.31
1582,140805.62
1583,311654.44
1584,230098.33
1585,135174.45
1586,74261.44
1587,95770.98
1588,158372.17
1589,87979.4
1590,124405.25
1591,97959.87
1592,120972.734
1593,125284.06
1594,162937.56
1595,106373.555
1596,228626.31
1597,199082.02
1598,183324.67
1599,194743.8
1600,181060.7
1601,73847.81
1602,110031.0
1603,99375.56
1604,269294.94
1605,228557.42
1606,169405.27
1607,162655.22
1608,204126.56
1609,183979.11
1610,166532.34
1611,146265.98
1612,143271.66
1613,150456.8
1614,114742.21
1615,83940.41
1616,72748.33
1617,87328.33
1618,122060.695
1619,137717.47
1620,148595.56
1621,141457.92
1622,139258.17
1623,286580.62
1624,199074.08
1625,126907.8
1626,157563.5
1627,193260.97
1628,270344.22
1629,171751.16
1630,322555.53
1631,220157.23
1632,233025.73
1633,173454.38
1634,183159.2
1635,184211.81
1636,152969.83
1637,183083.84
1638,199500.02
1639,175382.25
1640,245173.48
1641,181792.92
1642,223874.5
1643,210028.84
1644,219483.66
1645,198500.31
1646,165165.38
1647,159544.86
1648,134424.36
1649,144701.27
1650,112920.8
1651,124751.62
1652,89404.3
1653,102423.11
1654,149693.52
1655,164366.38
1656,144624.03
1657,151626.2
1658,143812.83
1659,142021.42
1660,151918.22
1661,502525.88
1662,337196.94
1663,400211.6
1664,496579.75
1665,354616.3
1666,289994.16
1667,385099.2
1668,347586.66
1669,325571.7
1670,346531.44
1671,288208.72
1672,459844.84
1673,326016.94
1674,263156.3
1675,198274.02
1676,191371.83
1677,211734.55
1678,476077.12
1679,388984.47
1680,329840.78
1681,244979.03
1682,293192.03
1683,186178.92
1684,169304.27
1685,172493.42
1686,173178.36
1687,169699.39
1688,187195.6
1689,184756.53
1690,184554.66
1691,179201.38
1692,263182.25
1693,177498.19
1694,187724.9
1695,173507.3
1696,251994.6
1697,176420.89
1698,353957.47
1699,370060.66
1700,250593.66
1701,262675.84
1702,247846.0
1703,263772.56
1704,292197.8
1705,237370.5
1706,449792.47
1707,220637.42
1708,204389.19
1709,296637.47
1710,239414.84
1711,273221.12
1712,255853.6
1713,272036.3
1714,225241.73
1715,208849.7
1716,168287.9
1717,160815.4
1718,129259.836
1719,204385.53
1720,243063.3
1721,158844.39
1722,122696.016
1723,153868.58
1724,194485.06
1725,229426.86
1726,194021.86
1727,161861.81
1728,181801.56
1729,167575.95
1730,182584.73
1731,121823.37
1732,129206.625
1733,120213.52
1734,124567.31
1735,140486.61
1736,125250.63
1737,386322.97
1738,218104.62
1739,253555.14
1740,209984.8
1741,189819.27
1742,180426.86
1743,176255.33
1744,309092.6
1745,228043.23
1746,276719.56
1747,217115.28
1748,217763.9
1749,165978.98
1750,157092.62
1751,223697.38
1752,115153.01
1753,137265.11
1754,209400.36
1755,174225.88
1756,147799.8
1757,120295.16
1758,147242.69
1759,168240.5
1760,157763.31
1761,145477.89
1762,182866.64
1763,161990.05
1764,128879.12
1765,155226.17
1766,175781.14
1767,187810.39
1768,143724.08
1769,188717.56
1770,141379.6
1771,147550.05
1772,139508.28
1773,148899.25
1774,132417.89
1775,141670.52
1776,129146.445
1777,121385.72
1778,125095.01
1779,103683.07
1780,163827.58
1781,136979.45
1782,97080.88
1783,149315.7
1784,109578.83
1785,121269.14
1786,146682.05
1787,152334.14
1788,54753.336
1789,96643.23
1790,75910.99
1791,171297.64
1792,158368.28
1793,134307.12
1794,144063.34
1795,138127.73
1796,120773.02
1797,133577.25
1798,122058.44
1799,122132.375
1800,131499.97
1801,134198.11
1802,145340.92
1803,145599.81
1804,147018.36
1805,135234.8
1806,116504.64
1807,124803.414
1808,116178.695
1809,121804.58
1810,140357.56
1811,103256.305
1812,120017.7
1813,110458.9
1814,99097.086
1815,72586.76
1816,101686.07
1817,117900.445
1818,144614.64
1819,112078.695
1820,71753.63
1821,117308.61
1822,143784.19
1823,35702.332
1824,159038.66
1825,129342.11
1826,98299.83
1827,109369.94
1828,131845.94
1829,129001.74
1830,142534.98
1831,148396.77
1832,114827.414
1833,147015.4
1834,119715.57
1835,144874.5
1836,137831.05
1837,102793.07
1838,129406.26
1839,102815.02
1840,179013.75
1841,142730.77
1842,83372.0
1843,142325.11
1844,132465.5
1845,132865.92
1846,151701.89
1847,174973.48
1848,72318.79
1849,120077.266
1850,123238.625
1851,168571.14
1852,124558.71
1853,140646.28
1854,159596.88
1855,159776.39
1856,223928.36
1857,173580.92
1858,140438.98
1859,119335.63
1860,150628.73
1861,119335.63
1862,247089.14
1863,249441.61
1864,249441.61
1865,311075.62
1866,295775.34
1867,229110.02
1868,296458.84
1869,201830.78
1870,208014.81
1871,236973.16
1872,165619.77
1873,231526.5
1874,146616.94
1875,206965.33
1876,210969.75
1877,225634.22
1878,197370.84
1879,138074.89
1880,137151.05
1881,252156.64
1882,248985.05
1883,197038.38
1884,207542.56
1885,260133.31
1886,290036.6
1887,197169.64
1888,283892.5
1889,166290.5
1890,128305.99
1891,141746.55
1892,100317.734
1893,137537.56
1894,115902.56
1895,153071.34
1896,119956.055
1897,108210.125
1898,110814.414
1899,165691.88
1900,174708.27
1901,178676.42
1902,156984.92
1903,221519.42
1904,147942.33
1905,217269.6
1906,175405.98
1907,216183.6
1908,112192.57
1909,133277.3
1910,114411.99
1911,236755.02
1912,279887.4
1913,128961.14
1914,60692.95
1915,356725.97
1916,61892.9
1917,260152.12
1918,143468.77
1919,178067.47
1920,136992.3
1921,364463.8
1922,302347.8
1923,245393.27
1924,212499.6
1925,225368.94
1926,353066.66
1927,132078.1
1928,168274.47
1929,140150.64
1930,133462.12
1931,140552.73
1932,138518.64
1933,169721.14
1934,181995.72
1935,181340.69
1936,186525.16
1937,180390.05
1938,163430.08
1939,238906.4
1940,187545.73
1941,167255.08
1942,194531.94
1943,190467.88
1944,328691.4
1945,363114.84
1946,185347.45
1947,312386.7
1948,183437.9
1949,203255.42
1950,192452.86
1951,274779.4
1952,228678.06
1953,174048.2
1954,212339.38
1955,149039.89
1956,257807.02
1957,157838.89
1958,280529.53
1959,137448.64
1960,122060.55
1961,130718.37
1962,95042.9
1963,106446.62
1964,104173.0
1965,143970.33
1966,163186.66
1967,313552.34
1968,377057.75
1969,375828.8
1970,457145.66
1971,498330.25
1972,318123.6
1973,275891.97
1974,320741.0
1975,435592.5
1976,289058.2
1977,384285.5
1978,371512.88
1979,353091.78
1980,204040.73
1981,340013.12
1982,248085.39
1983,222265.25
1984,156217.1
1985,211751.89
1986,213664.88
1987,171340.73
1988,177693.36
1989,198270.48
1990,220446.53
1991,216849.0
1992,212394.3
1993,167980.6
1994,238414.22
1995,181154.38
1996,255580.52
1997,333750.5
1998,392514.3
1999,263392.3
2000,295369.16
2001,263173.28
2002,262248.9
2003,253279.78
2004,262386.5
2005,230346.86
2006,232392.86
2007,239563.98
2008,206984.5
2009,192733.47
2010,186699.42
2011,141943.95
2012,170681.89
2013,179858.83
2014,185221.42
2015,192716.27
2016,197115.81
2017,208952.88
2018,131097.05
2019,127551.99
2020,108581.68
2021,102876.016
2022,193997.86
2023,129969.945
2024,239434.8
2025,442938.28
2026,183280.1
2027,151876.66
2028,151547.28
2029,185927.03
2030,268861.38
2031,258518.9
2032,270220.7
2033,253828.64
2034,162847.27
2035,221550.34
2036,182227.83
2037,183289.08
2038,383749.5
2039,224000.89
2040,377593.5
2041,282706.22
2042,218320.0
2043,174430.23
2044,162118.11
2045,191716.34
2046,148986.77
2047,154444.64
2048,130966.36
2049,126112.44
2050,180192.36
2051,101716.46
2052,132474.2
2053,148073.86
2054,99891.83
2055,164658.1
2056,140414.47
2057,121349.92
2058,208423.12
2059,128476.71
2060,167482.44
2061,174088.23
2062,140018.78
2063,125168.664
2064,148096.03
2065,124487.07
2066,170408.69
2067,134456.2
2068,127168.09
2069,79694.91
2070,115594.29
2071,112507.06
2072,132839.88
2073,137614.48
2074,197916.7
